county,state,latitude,longitude
Jefferson County,Alabama,33.5543,-86.8964
Mobile County,Alabama,30.7877,-88.2058
Madison County,Alabama,34.7631,-86.5502
Baldwin County,Alabama,30.7277,-87.7226
Tuscaloosa County,Alabama,33.2896,-87.5251
Montgomery County,Alabama,32.2203,-86.2076
Shelby County,Alabama,33.2643,-86.6607
Lee County,Alabama,32.6011,-85.3555
Morgan County,Alabama,34.4535,-86.8529
Calhoun County,Alabama,33.7714,-85.826
Houston County,Alabama,31.1532,-85.3025
Limestone County,Alabama,34.8101,-86.9814
Etowah County,Alabama,34.0453,-86.0348
Marshall County,Alabama,34.367,-86.3066
Lauderdale County,Alabama,34.9014,-87.654
St. Clair County,Alabama,33.7157,-86.3146
Cullman County,Alabama,34.1319,-86.8676
Elmore County,Alabama,32.5966,-86.1492
Talladega County,Alabama,33.3801,-86.1659
DeKalb County,Alabama,34.4598,-85.8041
Walker County,Alabama,33.8033,-87.2973
Blount County,Alabama,33.9809,-86.5674
Russell County,Alabama,32.2884,-85.1849
Autauga County,Alabama,32.5349,-86.6427
Colbert County,Alabama,34.7005,-87.8049
Coffee County,Alabama,31.4027,-85.9882
Jackson County,Alabama,34.7795,-85.9994
Dale County,Alabama,31.4318,-85.611
Chilton County,Alabama,32.8479,-86.7188
Tallapoosa County,Alabama,32.8624,-85.7975
Dallas County,Alabama,32.326,-87.1065
Covington County,Alabama,31.2485,-86.4513
Escambia County,Alabama,31.1261,-87.1616
Chambers County,Alabama,32.9143,-85.392
Lawrence County,Alabama,34.5217,-87.311
Pike County,Alabama,31.8027,-85.9409
Franklin County,Alabama,34.4417,-87.8437
Marion County,Alabama,34.1366,-87.8871
Geneva County,Alabama,31.0951,-85.8391
Cherokee County,Alabama,34.1759,-85.6038
Barbour County,Alabama,31.8696,-85.3932
Winston County,Alabama,34.1492,-87.3737
Clarke County,Alabama,31.6767,-87.8308
Bibb County,Alabama,32.9986,-87.1265
Randolph County,Alabama,33.2938,-85.4591
Monroe County,Alabama,31.5709,-87.3654
Macon County,Alabama,32.3859,-85.6926
Marengo County,Alabama,32.2477,-87.7895
Butler County,Alabama,31.7524,-86.6803
Pickens County,Alabama,33.2808,-88.0887
Henry County,Alabama,31.5147,-85.2414
Fayette County,Alabama,33.7212,-87.7389
Washington County,Alabama,31.4076,-88.2079
Cleburne County,Alabama,33.6745,-85.5188
Hale County,Alabama,32.7627,-87.6291
Clay County,Alabama,33.269,-85.8605
Lamar County,Alabama,33.7791,-88.097
Crenshaw County,Alabama,31.7315,-86.3136
Choctaw County,Alabama,32.0198,-88.2632
Sumter County,Alabama,32.5911,-88.1988
Conecuh County,Alabama,31.4293,-86.9937
Wilcox County,Alabama,31.9893,-87.3082
Coosa County,Alabama,32.9362,-86.2477
Bullock County,Alabama,32.1005,-85.7157
Lowndes County,Alabama,32.1547,-86.6501
Perry County,Alabama,32.6385,-87.2944
Greene County,Alabama,32.8531,-87.9522
Anchorage Municipality,Alaska,61.1498,-149.1082
Matanuska-Susitna Borough,Alaska,62.316,-149.5729
Fairbanks North Star Borough,Alaska,64.8078,-146.5654
Kenai Peninsula Borough,Alaska,60.2654,-151.5651
Juneau City and Borough,Alaska,58.4546,-134.1733
Bethel Census Area,Alaska,60.9132,-159.8186
Ketchikan Gateway Borough,Alaska,55.5852,-130.9282
Kodiak Island Borough,Alaska,57.6791,-153.7992
North Slope Borough,Alaska,69.3119,-153.4813
Nome Census Area,Alaska,64.9111,-164.0274
Sitka City and Borough,Alaska,57.2424,-135.3145
Kusilvak Census Area,Alaska,62.1547,-163.3812
Northwest Arctic Borough,Alaska,67.0598,-159.7062
Chugach Census Area,Alaska,60.7234,-145.7714
Southeast Fairbanks Census Area,Alaska,63.8762,-143.213
Prince of Wales-Hyder Census Area,Alaska,55.8011,-133.0167
Yukon-Koyukuk Census Area,Alaska,65.5087,-151.3896
Aleutians West Census Area,Alaska,52.7985,-106.5633
Dillingham Census Area,Alaska,59.8003,-158.2346
Aleutians East Borough,Alaska,55.3671,-161.9803
Petersburg Borough,Alaska,57.1204,-132.934
Copper River Census Area,Alaska,61.8834,-143.9681
Hoonah-Angoon Census Area,Alaska,58.2873,-135.6402
Wrangell City and Borough,Alaska,56.3323,-132.0221
Denali Borough,Alaska,63.6714,-150.0118
Haines Borough,Alaska,59.1198,-135.5001
Skagway Municipality,Alaska,59.563,-135.3363
Lake and Peninsula Borough,Alaska,58.6548,-156.1891
Bristol Bay Borough,Alaska,58.7439,-156.7
Yakutat City and Borough,Alaska,59.8889,-140.3576
Maricopa County,Arizona,33.349,-112.4915
Pima County,Arizona,32.0974,-111.7899
Pinal County,Arizona,32.9044,-111.3448
Yavapai County,Arizona,34.5998,-112.5537
Mohave County,Arizona,35.7041,-113.7579
Yuma County,Arizona,32.7695,-113.9056
Coconino County,Arizona,35.8387,-111.7705
Cochise County,Arizona,31.8796,-109.7512
Navajo County,Arizona,35.3996,-110.3214
Apache County,Arizona,35.3955,-109.4888
Gila County,Arizona,33.7997,-110.8116
Santa Cruz County,Arizona,31.5259,-110.8465
Graham County,Arizona,32.9326,-109.8875
La Paz County,Arizona,33.7294,-113.9815
Greenlee County,Arizona,33.2152,-109.2402
Pulaski County,Arkansas,34.77,-92.312
Benton County,Arkansas,36.3387,-94.2561
Washington County,Arkansas,35.9791,-94.2156
Sebastian County,Arkansas,35.1989,-94.2743
Faulkner County,Arkansas,35.147,-92.332
Saline County,Arkansas,34.6466,-92.6766
Craighead County,Arkansas,35.8308,-90.6328
Garland County,Arkansas,34.5767,-93.1504
White County,Arkansas,35.2563,-91.7456
Lonoke County,Arkansas,34.7543,-91.8888
Jefferson County,Arkansas,34.2683,-91.9304
Pope County,Arkansas,35.4479,-93.0345
Crawford County,Arkansas,35.5881,-94.2428
Crittenden County,Arkansas,35.2057,-90.3078
Greene County,Arkansas,36.1175,-90.5589
Miller County,Arkansas,33.3124,-93.8921
Baxter County,Arkansas,36.2872,-92.3369
Mississippi County,Arkansas,35.7624,-90.0522
Union County,Arkansas,33.1713,-92.5972
Independence County,Arkansas,35.7416,-91.5697
Boone County,Arkansas,36.3086,-93.0915
Hot Spring County,Arkansas,34.3177,-92.9461
Carroll County,Arkansas,36.341,-93.5382
Johnson County,Arkansas,35.5697,-93.4602
Cleburne County,Arkansas,35.5382,-92.0267
St. Francis County,Arkansas,35.022,-90.7478
Poinsett County,Arkansas,35.574,-90.663
Columbia County,Arkansas,33.2143,-93.2273
Ouachita County,Arkansas,33.5934,-92.8819
Clark County,Arkansas,34.051,-93.1764
Logan County,Arkansas,35.2149,-93.7166
Conway County,Arkansas,35.2624,-92.7014
Yell County,Arkansas,35.0026,-93.4108
Hempstead County,Arkansas,33.7354,-93.6684
Polk County,Arkansas,34.4858,-94.2282
Ashley County,Arkansas,33.1912,-91.7685
Randolph County,Arkansas,36.3415,-91.0276
Grant County,Arkansas,34.29,-92.4237
Sharp County,Arkansas,36.1612,-91.4798
Drew County,Arkansas,33.5894,-91.72
Franklin County,Arkansas,35.5124,-93.8906
Arkansas County,Arkansas,34.2892,-91.3742
Marion County,Arkansas,36.2684,-92.6842
Cross County,Arkansas,35.2957,-90.7711
Jackson County,Arkansas,35.5992,-91.2145
Madison County,Arkansas,36.011,-93.7246
Phillips County,Arkansas,34.4274,-90.8489
Lawrence County,Arkansas,36.0412,-91.107
Sevier County,Arkansas,33.9972,-94.2412
Van Buren County,Arkansas,35.5806,-92.5158
Clay County,Arkansas,36.3682,-90.4176
Izard County,Arkansas,36.0949,-91.9134
Lincoln County,Arkansas,33.957,-91.7344
Howard County,Arkansas,34.0889,-93.9936
Stone County,Arkansas,35.8599,-92.1568
Fulton County,Arkansas,36.3817,-91.8182
Little River County,Arkansas,33.7009,-94.2352
Desha County,Arkansas,33.8309,-91.2551
Bradley County,Arkansas,33.4664,-92.1624
Chicot County,Arkansas,33.267,-91.2937
Pike County,Arkansas,34.1635,-93.6564
Perry County,Arkansas,34.9475,-92.9313
Scott County,Arkansas,34.8607,-94.0632
Lee County,Arkansas,34.7805,-90.7808
Montgomery County,Arkansas,34.5389,-93.6596
Nevada County,Arkansas,33.664,-93.3072
Prairie County,Arkansas,34.8298,-91.5528
Searcy County,Arkansas,35.911,-92.6995
Cleveland County,Arkansas,33.8984,-92.1852
Newton County,Arkansas,35.92,-93.2179
Monroe County,Arkansas,34.6778,-91.2039
Dallas County,Arkansas,33.9699,-92.6544
Lafayette County,Arkansas,33.2416,-93.607
Woodruff County,Arkansas,35.1863,-91.2431
Calhoun County,Arkansas,33.5581,-92.503
Los Angeles County,California,34.3219,-118.2247
San Diego County,California,33.0343,-116.7351
Orange County,California,33.7031,-117.7609
Riverside County,California,33.7437,-115.9938
San Bernardino County,California,34.8414,-116.1785
Santa Clara County,California,37.2318,-121.6951
Alameda County,California,37.6469,-121.8887
Sacramento County,California,38.4493,-121.3443
Contra Costa County,California,37.9192,-121.9275
Fresno County,California,36.7582,-119.6493
Kern County,California,35.3426,-118.7301
San Francisco County,California,37.7556,-122.445
Ventura County,California,34.4561,-119.0836
San Joaquin County,California,37.9348,-121.2714
San Mateo County,California,37.4228,-122.3291
Stanislaus County,California,37.5591,-120.9977
Sonoma County,California,38.529,-122.8882
Tulare County,California,36.2202,-118.8005
Solano County,California,38.27,-121.9328
Santa Barbara County,California,34.6729,-120.0169
Monterey County,California,36.2171,-121.2388
Placer County,California,39.0634,-120.7177
Merced County,California,37.1919,-120.7177
San Luis Obispo County,California,35.3871,-120.4044
Santa Cruz County,California,37.0562,-122.0018
Marin County,California,38.0734,-122.7234
Yolo County,California,38.6866,-121.9011
Butte County,California,39.6669,-121.6007
El Dorado County,California,38.7787,-120.5247
Shasta County,California,40.7637,-122.0405
Imperial County,California,33.0395,-115.3654
Madera County,California,37.218,-119.7627
Kings County,California,36.0752,-119.8155
Napa County,California,38.507,-122.3306
Humboldt County,California,40.6993,-123.8756
Nevada County,California,39.3013,-120.7689
Sutter County,California,39.0346,-121.6948
Mendocino County,California,39.4402,-123.3915
Yuba County,California,39.269,-121.3513
Lake County,California,39.1,-122.7534
Tehama County,California,40.1256,-122.2341
San Benito County,California,36.6057,-121.075
Tuolumne County,California,38.0276,-119.9548
Calaveras County,California,38.2046,-120.5541
Siskiyou County,California,41.5927,-122.5404
Amador County,California,38.4464,-120.6511
Lassen County,California,40.6736,-120.5943
Glenn County,California,39.5981,-122.3919
Del Norte County,California,41.7431,-123.8972
Colusa County,California,39.1775,-122.237
Plumas County,California,40.0046,-120.8385
Inyo County,California,36.5111,-117.4107
Mariposa County,California,37.5815,-119.9054
Trinity County,California,40.6507,-123.1126
Mono County,California,37.9391,-118.8868
Modoc County,California,41.5898,-120.725
Sierra County,California,39.5803,-120.5161
Alpine County,California,38.5972,-119.8207
El Paso County,Colorado,38.8321,-104.5254
Denver County,Colorado,39.762,-104.8758
Arapahoe County,Colorado,39.6498,-104.3393
Jefferson County,Colorado,39.5864,-105.2505
Adams County,Colorado,39.8736,-104.3379
Douglas County,Colorado,39.3298,-104.9293
Larimer County,Colorado,40.6664,-105.4611
Weld County,Colorado,40.5548,-104.3925
Boulder County,Colorado,40.0925,-105.3577
Pueblo County,Colorado,38.1735,-104.5127
Mesa County,Colorado,39.0183,-108.4664
Broomfield County,Colorado,39.9541,-105.0527
Garfield County,Colorado,39.5993,-107.9039
La Plata County,Colorado,37.2866,-107.8433
Eagle County,Colorado,39.6278,-106.6953
Fremont County,Colorado,38.4731,-105.4395
Montrose County,Colorado,38.4022,-108.2693
Delta County,Colorado,38.8614,-107.8629
Summit County,Colorado,39.6342,-106.1164
Morgan County,Colorado,40.2626,-103.8097
Elbert County,Colorado,39.2865,-104.1357
Montezuma County,Colorado,37.3386,-108.5966
Routt County,Colorado,40.4852,-106.9913
Teller County,Colorado,38.8824,-105.1617
Logan County,Colorado,40.7247,-103.1101
Chaffee County,Colorado,38.747,-106.1941
Otero County,Colorado,37.9026,-103.7165
Park County,Colorado,39.1194,-105.7172
Pitkin County,Colorado,39.2171,-106.9166
Gunnison County,Colorado,38.6667,-107.0316
Alamosa County,Colorado,37.5729,-105.7883
Grand County,Colorado,40.1026,-106.1183
Las Animas County,Colorado,37.3158,-104.0386
Archuleta County,Colorado,37.1935,-107.0483
Moffat County,Colorado,40.6184,-108.2074
Prowers County,Colorado,37.9552,-102.3934
Rio Grande County,Colorado,37.5825,-106.3832
Yuma County,Colorado,40.0029,-102.4243
Clear Creek County,Colorado,39.6891,-105.6444
San Miguel County,Colorado,38.0038,-108.4057
Conejos County,Colorado,37.2007,-106.1916
Lake County,Colorado,39.2025,-106.3448
Kit Carson County,Colorado,39.3055,-102.603
Huerfano County,Colorado,37.6847,-104.9606
Rio Blanco County,Colorado,39.9798,-108.217
Saguache County,Colorado,38.0805,-106.2815
Gilpin County,Colorado,39.8575,-105.5226
Crowley County,Colorado,38.3266,-103.7845
Lincoln County,Colorado,38.9881,-103.514
Bent County,Colorado,37.9551,-103.0717
Ouray County,Colorado,38.1555,-107.7693
Custer County,Colorado,38.1087,-105.3675
Washington County,Colorado,39.971,-103.2012
Phillips County,Colorado,40.594,-102.3576
Costilla County,Colorado,37.2781,-105.4282
Baca County,Colorado,37.3192,-102.5604
Sedgwick County,Colorado,40.8759,-102.3518
Dolores County,Colorado,37.7517,-108.5174
Cheyenne County,Colorado,38.8279,-102.6036
Jackson County,Colorado,40.6664,-106.3428
Kiowa County,Colorado,38.4326,-102.7402
Hinsdale County,Colorado,37.8213,-107.3003
Mineral County,Colorado,37.6689,-106.9241
San Juan County,Colorado,37.764,-107.6762
Capitol Planning Region,Connecticut,41.8185,-72.572
Western Connecticut Planning Region,Connecticut,41.3225,-73.4475
South Central Connecticut Planning Region,Connecticut,41.3613,-72.8445
Naugatuck Valley Planning Region,Connecticut,41.5231,-73.086
Greater Bridgeport Planning Region,Connecticut,41.2428,-73.2314
Southeastern Connecticut Planning Region,Connecticut,41.5023,-72.1
Lower Connecticut River Valley Planning Region,Connecticut,41.45,-72.5073
Northwest Hills Planning Region,Connecticut,41.8469,-73.2212
Northeastern Connecticut Planning Region,Connecticut,41.827,-71.9769
New Castle County,Delaware,39.5768,-75.6527
Sussex County,Delaware,38.6606,-75.39
Kent County,Delaware,39.086,-75.5686
District of Columbia,District of Columbia,38.9047,-77.0163
Miami-Dade County,Florida,25.615,-80.5624
Broward County,Florida,26.1523,-80.4871
Palm Beach County,Florida,26.6476,-80.4655
Hillsborough County,Florida,27.9292,-82.3088
Orange County,Florida,28.5144,-81.3235
Duval County,Florida,30.3313,-81.6715
Pinellas County,Florida,27.9198,-82.7255
Lee County,Florida,26.578,-81.8332
Polk County,Florida,27.9489,-81.6976
Brevard County,Florida,28.2937,-80.7323
Pasco County,Florida,28.3092,-82.392
Volusia County,Florida,29.0584,-81.1819
Seminole County,Florida,28.717,-81.2363
Sarasota County,Florida,27.1845,-82.3315
Manatee County,Florida,27.4719,-82.3153
Osceola County,Florida,28.0626,-81.1495
Lake County,Florida,28.7615,-81.7113
Collier County,Florida,26.1108,-81.3474
Marion County,Florida,29.2102,-82.0567
St. Lucie County,Florida,27.3773,-80.4721
Escambia County,Florida,30.669,-87.363
Leon County,Florida,30.458,-84.2779
Alachua County,Florida,29.6747,-82.3577
St. Johns County,Florida,29.9016,-81.4407
Clay County,Florida,29.9831,-81.8579
Okaloosa County,Florida,30.6913,-86.5917
Hernando County,Florida,28.5537,-82.424
Charlotte County,Florida,26.9058,-81.9114
Santa Rosa County,Florida,30.7004,-87.0219
Bay County,Florida,30.2652,-85.6203
Indian River County,Florida,27.6943,-80.6064
Martin County,Florida,27.0775,-80.4315
Citrus County,Florida,28.8489,-82.4794
Sumter County,Florida,28.7048,-82.081
Flagler County,Florida,29.4614,-81.3136
Highlands County,Florida,27.3433,-81.341
Nassau County,Florida,30.6107,-81.8019
Monroe County,Florida,25.3192,-81.1089
Walton County,Florida,30.6436,-86.1697
Putnam County,Florida,29.6087,-81.7443
Columbia County,Florida,30.2242,-82.6215
Jackson County,Florida,30.7954,-85.2155
Suwannee County,Florida,30.1956,-82.9915
Gadsden County,Florida,30.5795,-84.6136
Levy County,Florida,29.3184,-82.7434
Hendry County,Florida,26.5535,-81.1659
Okeechobee County,Florida,27.3864,-80.8886
DeSoto County,Florida,27.1864,-81.8095
Wakulla County,Florida,30.1673,-84.4007
Baker County,Florida,30.3311,-82.2846
Bradford County,Florida,29.95,-82.1687
Hardee County,Florida,27.4927,-81.81
Washington County,Florida,30.6106,-85.6653
Taylor County,Florida,30.047,-83.6035
Holmes County,Florida,30.8679,-85.814
Gilchrist County,Florida,29.7258,-82.8004
Madison County,Florida,30.4441,-83.4701
Dixie County,Florida,29.6086,-83.1587
Union County,Florida,30.0439,-82.3714
Gulf County,Florida,29.9565,-85.2263
Jefferson County,Florida,30.4375,-83.8953
Calhoun County,Florida,30.406,-85.1972
Hamilton County,Florida,30.4964,-82.9479
Franklin County,Florida,29.8766,-84.8137
Glades County,Florida,26.9564,-81.189
Lafayette County,Florida,29.9855,-83.1811
Liberty County,Florida,30.2414,-84.8829
Fulton County,Georgia,33.7902,-84.467
Gwinnett County,Georgia,33.9617,-84.0236
Cobb County,Georgia,33.9415,-84.5767
DeKalb County,Georgia,33.7716,-84.2264
Clayton County,Georgia,33.542,-84.3576
Chatham County,Georgia,32.0043,-81.1329
Cherokee County,Georgia,34.244,-84.4762
Forsyth County,Georgia,34.2255,-84.1251
Henry County,Georgia,33.453,-84.1542
Richmond County,Georgia,33.3596,-82.0736
Hall County,Georgia,34.3169,-83.8197
Muscogee County,Georgia,32.51,-84.8771
Paulding County,Georgia,33.9206,-84.8673
Houston County,Georgia,32.459,-83.6662
Columbia County,Georgia,33.5441,-82.2641
Bibb County,Georgia,32.8065,-83.6974
Coweta County,Georgia,33.3534,-84.7634
Douglas County,Georgia,33.7018,-84.768
Clarke County,Georgia,33.9512,-83.3673
Carroll County,Georgia,33.5828,-85.0798
Fayette County,Georgia,33.4139,-84.4943
Lowndes County,Georgia,30.8338,-83.2677
Newton County,Georgia,33.555,-83.8502
Bartow County,Georgia,34.2377,-84.8403
Whitfield County,Georgia,34.8056,-84.9672
Floyd County,Georgia,34.2632,-85.2143
Walton County,Georgia,33.7816,-83.7339
Rockdale County,Georgia,33.6543,-84.0266
Dougherty County,Georgia,31.5335,-84.2164
Glynn County,Georgia,31.2309,-81.5407
Barrow County,Georgia,33.9932,-83.7127
Bulloch County,Georgia,32.3968,-81.7432
Jackson County,Georgia,34.1339,-83.5664
Troup County,Georgia,33.0335,-85.0284
Walker County,Georgia,34.7356,-85.301
Catoosa County,Georgia,34.9036,-85.1382
Spalding County,Georgia,33.2609,-84.2841
Liberty County,Georgia,31.8282,-81.4949
Effingham County,Georgia,32.3674,-81.3414
Gordon County,Georgia,34.5032,-84.8759
Camden County,Georgia,30.9306,-81.6699
Laurens County,Georgia,32.4636,-82.9222
Habersham County,Georgia,34.631,-83.5311
Colquitt County,Georgia,31.1884,-83.7688
Thomas County,Georgia,30.8637,-83.9193
Bryan County,Georgia,32.0145,-81.4436
Baldwin County,Georgia,33.0693,-83.2495
Coffee County,Georgia,31.5493,-82.8492
Polk County,Georgia,34.0018,-85.1881
Oconee County,Georgia,33.835,-83.4371
Tift County,Georgia,31.4574,-83.5266
Murray County,Georgia,34.7884,-84.7481
Ware County,Georgia,31.0538,-82.4237
Harris County,Georgia,32.736,-84.9089
Pickens County,Georgia,34.4643,-84.4656
Lumpkin County,Georgia,34.5722,-84.0027
Lee County,Georgia,31.7796,-84.1412
Gilmer County,Georgia,34.6912,-84.4556
Madison County,Georgia,34.1278,-83.209
Wayne County,Georgia,31.5515,-81.9168
Haralson County,Georgia,33.7942,-85.211
Sumter County,Georgia,32.0399,-84.197
Decatur County,Georgia,30.8783,-84.5791
Jones County,Georgia,33.0251,-83.5605
Monroe County,Georgia,33.0139,-83.9187
White County,Georgia,34.6464,-83.7471
Peach County,Georgia,32.5688,-83.8269
Upson County,Georgia,32.8813,-84.2994
Dawson County,Georgia,34.4443,-84.1706
Toombs County,Georgia,32.1216,-82.3312
Stephens County,Georgia,34.554,-83.2932
Hart County,Georgia,34.3509,-82.9642
Grady County,Georgia,30.8747,-84.2345
Butts County,Georgia,33.2879,-83.9572
Fannin County,Georgia,34.8641,-84.3198
Chattooga County,Georgia,34.475,-85.3453
Union County,Georgia,34.8341,-83.9907
Burke County,Georgia,33.0611,-82.0007
Tattnall County,Georgia,32.0458,-82.0581
Franklin County,Georgia,34.3754,-83.2291
Emanuel County,Georgia,32.5897,-82.3017
Putnam County,Georgia,33.3218,-83.3728
McDuffie County,Georgia,33.4828,-82.4814
Mitchell County,Georgia,31.2253,-84.1943
Worth County,Georgia,31.5515,-83.8509
Meriwether County,Georgia,33.0406,-84.6883
Crisp County,Georgia,31.9229,-83.7681
Morgan County,Georgia,33.5908,-83.4924
Dodge County,Georgia,32.1722,-83.1684
Washington County,Georgia,32.9695,-82.7959
Pierce County,Georgia,31.3588,-82.2128
Elbert County,Georgia,34.1168,-82.8401
Pike County,Georgia,33.0923,-84.3892
Greene County,Georgia,33.5788,-83.1667
Lamar County,Georgia,33.0765,-84.1395
Appling County,Georgia,31.7492,-82.2889
Banks County,Georgia,34.3543,-83.4972
Berrien County,Georgia,31.276,-83.2296
Brantley County,Georgia,31.1969,-81.9819
Cook County,Georgia,31.154,-83.4305
Ben Hill County,Georgia,31.7598,-83.2205
Rabun County,Georgia,34.8818,-83.402
Long County,Georgia,31.7526,-81.7458
Brooks County,Georgia,30.842,-83.5802
Dade County,Georgia,34.8546,-85.5044
Jefferson County,Georgia,33.0549,-82.4182
Oglethorpe County,Georgia,33.8807,-83.0807
Jasper County,Georgia,33.3164,-83.6881
Jeff Davis County,Georgia,31.8056,-82.6368
Screven County,Georgia,32.7506,-81.612
Telfair County,Georgia,31.9298,-82.939
Charlton County,Georgia,30.7817,-82.138
Towns County,Georgia,34.9167,-83.7373
Bleckley County,Georgia,32.4345,-83.3278
Crawford County,Georgia,32.7145,-83.9863
Macon County,Georgia,32.3584,-84.0425
Heard County,Georgia,33.297,-85.1283
Dooly County,Georgia,32.1572,-83.7988
McIntosh County,Georgia,31.4963,-81.4103
Bacon County,Georgia,31.5537,-82.4527
Candler County,Georgia,32.4034,-82.0737
Evans County,Georgia,32.1568,-81.8869
Early County,Georgia,31.3228,-84.9036
Lanier County,Georgia,31.0379,-83.0628
Pulaski County,Georgia,32.2323,-83.476
Wilkes County,Georgia,33.7819,-82.7432
Irwin County,Georgia,31.6022,-83.2764
Chattahoochee County,Georgia,32.347,-84.787
Johnson County,Georgia,32.7015,-82.6601
Seminole County,Georgia,30.9388,-84.8688
Terrell County,Georgia,31.777,-84.437
Turner County,Georgia,31.7164,-83.6241
Wilkinson County,Georgia,32.8024,-83.1712
Wilcox County,Georgia,31.9729,-83.4323
Jenkins County,Georgia,32.7924,-81.9635
Montgomery County,Georgia,32.1734,-82.5348
Hancock County,Georgia,33.2704,-83.0007
Atkinson County,Georgia,31.2971,-82.88
Twiggs County,Georgia,32.6672,-83.4271
Taylor County,Georgia,32.5555,-84.2505
Lincoln County,Georgia,33.7936,-82.4512
Wheeler County,Georgia,32.117,-82.7246
Marion County,Georgia,32.3535,-84.5246
Clinch County,Georgia,30.915,-82.7063
Treutlen County,Georgia,32.4039,-82.5673
Randolph County,Georgia,31.7627,-84.7542
Miller County,Georgia,31.164,-84.7308
Talbot County,Georgia,32.6995,-84.533
Calhoun County,Georgia,31.5292,-84.6245
Warren County,Georgia,33.4089,-82.6768
Stewart County,Georgia,32.0785,-84.8352
Schley County,Georgia,32.2616,-84.3147
Echols County,Georgia,30.7101,-82.894
Glascock County,Georgia,33.2293,-82.6107
Baker County,Georgia,31.3261,-84.4447
Clay County,Georgia,31.6262,-84.9801
Webster County,Georgia,32.0468,-84.5511
Quitman County,Georgia,31.8673,-85.0188
Taliaferro County,Georgia,33.5661,-82.8788
Honolulu County,Hawaii,21.5009,-158.106
Hawaii County,Hawaii,19.5984,-155.5183
Maui County,Hawaii,20.8596,-156.565
Kauai County,Hawaii,22.04,-159.5961
Kalawao County,Hawaii,21.1709,-156.9475
Ada County,Idaho,43.4511,-116.2412
Canyon County,Idaho,43.6251,-116.7093
Kootenai County,Idaho,47.6744,-116.7018
Bonneville County,Idaho,43.3877,-111.6148
Twin Falls County,Idaho,42.356,-114.6672
Bannock County,Idaho,42.6685,-112.2246
Madison County,Idaho,43.7841,-111.6592
Bingham County,Idaho,43.2166,-112.3981
Bonner County,Idaho,48.3,-116.6011
Nez Perce County,Idaho,46.3268,-116.7502
Latah County,Idaho,46.8162,-116.7117
Jefferson County,Idaho,43.8201,-112.3113
Elmore County,Idaho,43.354,-115.4693
Payette County,Idaho,44.0068,-116.7608
Cassia County,Idaho,42.2839,-113.6001
Jerome County,Idaho,42.6899,-114.2639
Blaine County,Idaho,43.4119,-113.9802
Minidoka County,Idaho,42.8543,-113.6375
Gem County,Idaho,44.0615,-116.3975
Idaho County,Idaho,45.8441,-115.4675
Gooding County,Idaho,42.971,-114.8115
Franklin County,Idaho,42.1811,-111.8132
Fremont County,Idaho,44.2288,-111.4819
Shoshone County,Idaho,47.3529,-115.8924
Boundary County,Idaho,48.7669,-116.4629
Owyhee County,Idaho,42.5814,-116.1699
Valley County,Idaho,44.7666,-115.5663
Teton County,Idaho,43.7594,-111.2076
Washington County,Idaho,44.4524,-116.7847
Benewah County,Idaho,47.2175,-116.6587
Clearwater County,Idaho,46.6736,-115.6567
Lemhi County,Idaho,44.9433,-113.9333
Power County,Idaho,42.6937,-112.8407
Boise County,Idaho,43.9891,-115.7303
Caribou County,Idaho,42.7705,-111.5623
Bear Lake County,Idaho,42.2848,-111.3297
Lincoln County,Idaho,43.0024,-114.1383
Oneida County,Idaho,42.195,-112.5394
Adams County,Idaho,44.8896,-116.4538
Custer County,Idaho,44.2411,-114.2817
Lewis County,Idaho,46.237,-116.4263
Butte County,Idaho,43.7229,-113.1721
Camas County,Idaho,43.4633,-114.8058
Clark County,Idaho,44.2839,-112.3512
Cook County,Illinois,41.8401,-87.8168
DuPage County,Illinois,41.852,-88.0856
Lake County,Illinois,42.3233,-88.0037
Will County,Illinois,41.445,-87.9786
Kane County,Illinois,41.9388,-88.4286
McHenry County,Illinois,42.3244,-88.4523
Winnebago County,Illinois,42.3363,-89.1609
Madison County,Illinois,38.8297,-89.9049
St. Clair County,Illinois,38.4703,-89.9284
Champaign County,Illinois,40.1401,-88.1992
Sangamon County,Illinois,39.7582,-89.6589
Peoria County,Illinois,40.788,-89.76
McLean County,Illinois,40.4909,-88.8473
Rock Island County,Illinois,41.4673,-90.5674
Kendall County,Illinois,41.5906,-88.4288
Tazewell County,Illinois,40.5075,-89.5134
LaSalle County,Illinois,41.344,-88.8859
Kankakee County,Illinois,41.1377,-87.8618
Macon County,Illinois,39.86,-88.9616
DeKalb County,Illinois,41.8935,-88.7703
Vermilion County,Illinois,40.1834,-87.7328
Williamson County,Illinois,37.7303,-88.9299
Adams County,Illinois,39.9879,-91.1885
Whiteside County,Illinois,41.7562,-89.9141
Boone County,Illinois,42.3231,-88.8234
Jackson County,Illinois,37.7851,-89.3821
Grundy County,Illinois,41.2851,-88.4185
Ogle County,Illinois,42.0426,-89.3207
Knox County,Illinois,40.9318,-90.2132
Henry County,Illinois,41.3531,-90.1314
Coles County,Illinois,39.5203,-88.2217
Macoupin County,Illinois,39.261,-89.9245
Stephenson County,Illinois,42.3518,-89.6623
Woodford County,Illinois,40.7883,-89.2113
Franklin County,Illinois,37.9923,-88.9242
Marion County,Illinois,38.6496,-88.919
Jefferson County,Illinois,38.3005,-88.924
Clinton County,Illinois,38.6065,-89.4225
Livingston County,Illinois,40.8916,-88.5577
